kode;nama;kategori;satuan_kecil;harga_beli;harga_jual;satuan_besar
OBT1115;BOROBUDUR EM 12 KAPSUL;Obat Herbal;Strip;1543936;32409.26;Strip
0114g0004;C CENFRESH MD 0.6ML;Obat Keras;Strip;227217;104160;Strip
0114a0087;C FLOXA MD 0.6ML;Obat Keras;Strip;2746547;108160;Strip
0114a0094a;C GIFLOX MD 0.6ML;Obat Keras;Strip;88275;124450;Strip
0114f0007;C GLAOPEN MD 0.6ML;Obat Keras;Strip;9166269;66820;Strip
0114f0009;C GLAOPLUS MD 0.6ML;Obat Keras;Strip;1054625;21610;Strip
0114g0010;C HYALUB MD;Obat Keras;Strip;5662665;44600;Strip
0114h0009;C LYTERS MD 0.6ML;Obat Keras;Strip;1912375;32110;Strip
0114c0006;C P PRED 10MG MD 0.6ML;Obat Keras;Strip;42075;21660;Strip
1,14E+07;C POLYDEX MD 0.6ML;Obat Keras;Strip;2720905;66440;Strip
0114g0012;C POLYNEL ED 0.6ML MD;Obat Keras;Strip;1835422;40047.29;Strip
0114g0014;C POSOP MD 0.6ML;Obat Keras;Strip;5630625;31200;Strip
0114a0107;C PROTAGENTA MD 0.6ML;Obat Keras;Strip;3544008;33995.86;Strip
0114f0018;C TIMOL 0.5% MD 0.6ML;Obat Keras;Strip;2643909;59000;Strip
0114a0114;C TOBROSON MD 0.6ML;Obat Keras;Strip;2881005;25713.15;Strip
0114a1114;C TROPINE 0.5% MD 0.6ML;Obat Keras;Strip;50000;25300;Strip
OBT1101;CENDO ASTHENOF MINIDOSE 0.6 ML;Obat Bebas;Strip;22755;24216;Strip
OBT0405;CENDO AUGENTONIC MINIDOSE 0.6 ML;Obat Keras;Strip;2200343;25600;Strip
OBT0473;CENDO CATARLENT MINIDOSE 0.6 ML;Obat Keras;Strip;20350;42970;Strip
VSJM1346;CENDO EYEFRESH MINIDOSE 0.6 ML;Obat Keras;Strip;226391;42440;Strip
OBT0246;CENDO EYEFRESH PLUS MINIDOSE;Obat Bebas;Strip;383625;46220;Strip
OBT1139;CENDO LENTIKULAR MINIDOSE 0.6 ML;Obat Keras;Strip;369075;51188.29;Strip
OBT0621;CENDO LUBRICEN MINIDOSE 0.6 ML;Obat Keras;Strip;4054099;21530;Strip
OBT0885;CENDO NONCORT MINIDOSE 0.6 ML;Obat Keras;Strip;4337991;23546.93;Strip
OBT0026;CENDO POLYGRAN MINIDOSE 0.6 ML;Obat Keras;Strip;18095;18150;Strip
OBT1104;CENDO TOBRO MINIDOSE 0.6 ML;Obat Keras;Strip;1995503;18510;Strip
OBT0883;CENDO VASACON MINIDOSE 0.6 ML;Obat Keras;Strip;152625;24460;Strip
OBT0884;CENDO VASACON-A MINIDOSE 0.6 ML;Obat Keras;Strip;1555332;27363.81;Strip
OBT1057;CENDO VERNACEL MINIDOSE 0.6 ML;Obat Keras;Strip;2072925;16750;Strip
HKZM1831;CENDO XITROL MINIDOSE 0.6 ML;Obat Keras;Strip;2421576;6500;Strip
OBT0500;ENAPLEX-C MULTIVITAMIN 6 KAPLET;Obat Bebas;Strip;14674;21560;Strip
OBT0860;FATIGON 6 KAPLET;Vitamin;Strip;5650899;14400;Strip
OBT0192;FEMMY VITAMIN D3 1000 IU 10 TABLET;Obat Bebas;Strip;187495;3150;Strip
OBT0499;FITBES FORCE (ECHINACEA & ZINC) 5 TABLET;Obat Bebas;Strip;127428;262900;Strip
ZGEM5410;INCINTA TEST KEHAMILAN STRIP;Alat Kesehatan;Strip;2750;6510.15;Strip
OBT0252;IVERMAX-12 10 TABLET;Obat Keras;Strip;215600;94500;Strip
AZIB5778;MYWELL VITAMIN C + ZN 5 KAPLET;Vitamin;Strip;5661;20210;Strip
OBT0116;NEYNNA 21 TABLET;Obat Keras;Strip;80080;8130;Strip
OBT0643;OVUTEST STRIP;Alat Kesehatan;Strip;17575;13832.02;Strip
OBT0797;SARIDON EXTRA 10 TABLET;Obat Bebas;Strip;7128;30150;Strip
OBT0925;SKINFIT ADVANCED SKIN NUTRITION 5 KAPLET;Vitamin;Strip;1089943;13693.68;Strip
0113f4585;STIMUNO FORTE CAP 10S;Vitamin;Tube;2667832;123680;Strip
OBT1005;VIPRO G ORIGINAL 2 TABLET;Obat Bebas;Tube;12012;6900;Strip
OBT0817;ACETIN 600 TABLET EFFERVESCENT;Obat Keras;Tube;1030635;29512.95;Tube
OBT0086;ACIFAR CR 5GR;Obat Keras;Tube;600177;18920;Tube
0116f0111;ACNES CREAMY WASH GEL 100G;Obat Bebas;Tube;2635085;18720;Tube
0116f0120;ACNES SEALING GEL 9G;Obat Bebas;Tube;1689309;29800;Tube
8,29E+14;ACNOL GEL 10GR;Obat Bebas;Tube;1671846;46760;Tube
OBT0138;ADARA DUBAI ULTRA MOIST;Obat Bebas;Tube;26400;92818.2;Tube
OBT0135;APOLAR N CR 10GR;Obat Keras;Tube;39627;226460;Tube
OBT0127;ASTHIN FORCE GEL 30GR;Obat Bebas;Tube;82140;378200;Tube
8,89E+12;ATOPICLAIR CREAM 40ML;Obat Bebas;Tube;2021976;73263.66;Tube
0116m0016;ATOPICLAIR LOT 120ML;Obat Bebas;Tube;337700;44226.62;Tube
0116a0006;BACTODERM 2% CR 10G;Obat Keras;Tube;648351;58927.01;Tube
0116a0007;BACTODERM 2% CR 5G;Obat Keras;Tube;391386;68320;Tube
0116a0008;BACTODERM 2% OINT 10G;Obat Keras;Tube;521478;40250;Tube
0116d0084;BAYCUTEN N CR 5G;Obat Keras;Tube;5789685;38103.39;Tube
OBT0270;BEBITHEN CR 20GR;Obat Bebas;Tube;35000;17700;Tube
0116d0085;BENOSON CR 0.1% 15G;Obat Keras;Tube;3229101;76230.36;Tube
0116d0086;BENOSON CR 0.1% 5G;Obat Keras;Tube;149996;44060;Tube
OBT0057;BENOSON G 10 GR;Obat Keras;Tube;646575;22030;Tube
0116d0089;BENOSON N CR 15G;Obat Keras;Tube;3733707;15770;Tube
0116d0094;BENOSON N CR 5G;Obat Keras;Tube;1866798;21250;Tube
0116f0115;BENZOLAC 2.5% GEL 5G;Obat Bebas;Tube;1407739;36209.42;Tube
0116f0116;BENZOLAC 5% GEL 5G;Obat Bebas;Tube;189728;41660;Tube
0116f0117;BENZOLAC CL GEL 10G;Obat Keras;Tube;3068595;53850;Tube
0116m0019;BEPANTHEN OINT 20G TUBE;Obat Bebas;Tube;3719277;31238.51;Tube
1,12E+14;BEROCCA EFF 10S TUBE;Obat Bebas;Tube;476564;12620;Tube
0116k0144;BETADINE OINT 20G;Obat Bebas;Tube;2789153;4130;Tube
0116k0145;BETADINE OINT 5G;Obat Bebas;Tube;1116727;9802.54;Tube
0116e001124;BETAMETHASONE KF 0.1% CR 5G;Obat Keras;Tube;8399992;17650;Tube
OBT0159;BETASON CR 5GR;Obat Keras;Tube;830724;11402.84;Tube
UNIC0947;BETASON-N CREAM 5 G;Obat Keras;Tube;1495725;32829;Tube
OBT0111;BEVALEX CREAM;Obat Bebas;Tube;1009101;25930;Tube
8,99E+12;BIOCREAM 20GR;Obat Bebas;Tube;293117;93000;Tube
0116a0016;BIOPLACENTON GEL 15G;Obat Keras;Tube;21978;123361.92;Tube
0101h0012;BORRAGINOL-N SALEP 15G;Obat Keras;Tube;78810;9800;Tube
0101h0014;BORRAGINOL-S SALEP 15G;Obat Keras;Tube;104544;22810;Tube
OBT0429;BRAVODERM 0.025% CREAM 5 G;Obat Keras;Tube;8250;8850;Tube
OBT1008;BUFACOMB CREAM 5 GR;Obat Keras;Tube;1933398;595800;Tube
0116d0012;BUFACORT N CR 5G;Obat Keras;Tube;749916;74575.66;Tube
OBT0044;BURNAZIN 10 MG/G CREAM 500 G;Obat Keras;Tube;49560295;26503.15;Tube
0116a0020;BURNAZIN 10MG/G CR 35G;Obat Keras;Tube;6599616;44070.84;Tube
0114a0085;C FENICOL EYE OINT 3.5G;Obat Keras;Tube;2246029;30944.03;Tube
0114a0090;C GENTA 0.3% EYE OINT 3G;Obat Keras;Tube;3734817;76690;Tube
0114a0101;C MYCOS EYE OINT 3.5G;Obat Keras;Tube;2622375;41620;Tube
0114i0028;C OCULENTA EYE OINT 5G;Obat Keras;Tube;649924;23100;Tube
0114a0120;C XITROL EYE OINT 3.5G;Obat Bebas;Tube;3683461;22104.72;Tube
OBT0802;CALCID PLUZ 10 TABLET;Vitamin;Tube;11550;22860;Tube
0116b0043;CANESTEN CR 10G;Obat Bebas;Tube;1973635;37984.2;Tube
0116b0045;CANESTEN CR 5G;Obat Bebas;Tube;2022808;47878.43;Tube
0116j0122;CARMED 10% CR 40G;Obat Keras;Tube;32190;25086;Tube
0116j0123;CARMED 20% CR 40G;Obat Keras;Tube;4057494;44900;Tube
OBT1075;CARMED LOTION 50 ML;Obat Bebas;Tube;22200;16841.47;Tube
OBT0878;CENDO HERVIS SALEP MATA 3.5 G;Obat Keras;Tube;3773334;50983.96;Tube
OBT0727;CENDO MYCETINE SALEP MATA 3.5 G;Obat Keras;Tube;141525;150738;Tube
OBT0728;CENDO TOBROSON SALEP MATA 3.5 G;Obat Keras;Tube;4320675;208857.6;Tube
6,10E+11;CERADAN CERAMIDE-DOMINANT SKIN BARRIER CREAM 30 G;Obat Bebas;Tube;1345875;15796.19;Tube
6,10E+11;CERADAN HYDRA CREAM 80 G;Obat Bebas;Tube;186480;14723.78;Tube
FJYE9618;CHLORAMFECORT CREAM 10 G;Obat Keras;Tube;133866;21200;Tube
0116d0014;CHLORAMFECORT-H CR 10G;Obat Keras;Tube;1247779;56140;Tube
0116a0026;CINDALA GEL 10G;Obat Keras;Tube;1796535;21370;Tube
OBT1170;CINOGENTA CREAM 10 G;Obat Keras;Tube;47175;15783.09;Tube
0116d0002;CINOLON 2,5% CR 10G;Obat Keras;Tube;181104;27600;Tube
XRFB9105;CINOLON-N CREAM 5 G;Obat Keras;Tube;134754;40640;Tube
OBT0674;CITRA KOREAN PEARLY WHITE UV 40 GR;Obat Bebas;Tube;23000;14145.84;Tube
0116c0006;CLINOVIR 5% CR 5G;Obat Keras;Tube;35964;14150;Tube
OBT0193;CLOBETASOL CR 10GR;Obat Keras;Tube;11988;16240;Tube
OBT0194;CLOBETASOL OINT 10GR;Obat Keras;Tube;11988;16969.68;Tube
OBT0493;CLOSE UP WHITE ATTRACTION NATURAL GLOW 100 G;Obat Bebas;Tube;14500;21300;Tube
12100170;COPAL CHEST BALSEM 25G;Obat Bebas;Tube;151515;27970;Tube
12100171;COPAL CHEST BALSEM 36G;Obat Bebas;Tube;19000;78450;Tube
0105f0009;COUNTERPAIN COOL CR 15G;Obat Bebas;Tube;24753;44880;Tube
0105f0012;COUNTERPAIN COOL CR 60G;Obat Bebas;Tube;70041;114400;Tube
9,00E+12;COUNTERPAIN COOL GEL 30 G;Obat Bebas;Tube;40071;27100;Tube
0105f0013;COUNTERPAIN CR 120G;Obat Bebas;Tube;10214442;45212.08;Tube
0105f0014;COUNTERPAIN CR 15G;Obat Bebas;Tube;23980;9572.64;Tube
0105f0015;COUNTERPAIN CR 30G;Obat Bebas;Tube;4036793;76267.83;Tube
0105f0016;COUNTERPAIN CR 5G;Obat Bebas;Tube;8547;104259.1;Tube
0105f0017;COUNTERPAIN CR 60G;Obat Bebas;Tube;6809628;127055.73;Tube
0105f0021;COUNTERPAIN PXM GEL 25G;Obat Keras;Tube;9308849;40108.12;Tube
0108g0047;CRAVIT 0.5% EYE DROP 5ML;Obat Keras;Tube;1124387;26465.11;Botol
0116b0004;DAKTARIN CR 10G;Obat Bebas;Tube;3581082;53900;Tube
0116b0005;DAKTARIN CR 5G;Obat Bebas;Tube;2342044;41000;Tube
0116b0006;DAKTARIN DIAPER OINT 10G;Obat Bebas;Tube;48100;26850;Tube
1,16E+39;DECODERM 0.1% CR 10G;Obat Keras;Tube;34738;12894.57;Tube
0116j0017;DECUBAL CR 20G TUBE;Obat Bebas;Tube;23958;28840;Tube
OBT1158;DENOMIX CREAM 10 G;Obat Keras;Tube;1121267;18972.8;Tube
OBT0986;DERMASOLON 0.025% SALEP 10 G;Obat Keras;Tube;24035;169290;Tube
1,16E+49;DERMASOLON 2.5% CR 5G;Obat Keras;Tube;16940;180080;Tube
OBT0719;DERMATIX ACNE SPOT CARE;Obat Bebas;Tube;148500;271616.4;Tube
0116m0039;DERMATIX ULTRA CR 9G TUBE;Obat Bebas;Tube;1593625;119158.5;Tube
OBT0374;DERMATIX ULTRA GEL 15 G;Obat Bebas;Tube;238260;81120;Tube
OBT0037;DERMATIX ULTRA GEL 5 G;Obat Bebas;Tube;105450;56287;Tube
1,16E+52;DERMATOP 2.5 MG/G CREAM 5 G;Obat Keras;Tube;687423;94890;Tube
OBT0384;DERMOSOL CREAM 15GR;Obat Keras;Tube;47300;60741;Tube
1,16E+54;DERMOVATE 0.05% CR 10G;Obat Keras;Tube;8041125;96600;Tube
1,16E+55;DERMOVATE 0.05% CR 5G;Obat Keras;Tube;514756;84370;Tube
1,16E+56;DERMOVATE 0.05% OINT 10G;Obat Keras;Tube;81883;28370;Tube
0116e00561;DERMOVEL 0,1% CR 10G;Obat Keras;Tube;71500;35460;Tube
1,16E+60;DESOLEX 0.05% CR 10G;Obat Keras;Tube;240426;17813.28;Tube
1,16E+64;DESOLEX N CR 10G;Obat Keras;Tube;3005325;12356.52;Tube
OBT1153;DESOMEX CREAM 10 G;Obat Keras;Tube;15096;10620;Tube
1,16E+66;DESOXIMETASONE DEXA 0.25% 15G;Obat Keras;Tube;107448;20619;Tube
OBT0112;DEXIGEN CREAM;Obat Keras;Tube;899988;10340;Tube
OBT0096;DEXOSYN CREAM 5 G;Obat Keras;Tube;173272;75240;Tube
OBT0803;DICLOFENAC 1% EMULGEL 20 G;Obat Bebas;Tube;8991;115098.68;Tube
OBT0385;DICOREN PLUS GEL 20GR;Obat Bebas;Tube;66000;117880;Tube
0116d0021;DIGENTA CR 10G;Obat Keras;Tube;9754125;81253.44;Tube
1,16E+71;DIPROGENTA CR 10G;Obat Keras;Tube;99902;125216.88;Tube
1,16E+72;DIPROGENTA CR 5G;Obat Keras;Tube;6885885;73000;Tube
1,16E+73;DIPROGENTA OINT 10G;Obat Keras;Tube;106116;84314.45;Tube
1,16E+74;DIPROGENTA OINT 5G;Obat Keras;Tube;61900;73200;Tube
0116d0025;DIPROSALIC OINT 5G;Obat Keras;Tube;7145292;105950;Tube
0116d0027;DIPROSONE OV CR 5G;Obat Keras;Tube;620323;116560;Tube
0116d0028;DIPROSONE OV OINT 10G;Obat Keras;Tube;8979905;22253;Tube
OBT0747;DIPROSONE-OV 0.05% CREAM 10 G;Obat Keras;Tube;987778;249900;Tube
OBT0383;ECONAZINE CREAM 5G;Obat Keras;Tube;18700;73700;Tube
0116m0043;ELIDEL 1% CR 10G TUBE;Obat Keras;Tube;211800;128163.93;Tube
0116j0029;ELLGY PLUS CR 50G TUBE;Obat Bebas;Tube;65800;80260;Tube
1,16E+75;ELOCON 0,1% CR 10G;Obat Keras;Tube;1086135;127489.38;Tube
1,16E+76;ELOCON 0,1% CR 5G;Obat Keras;Tube;6801525;34200;Tube
1,16E+79;ELOCON OINT 10G;Obat Keras;Tube;10804185;91120;Tube
1,16E+82;ELOPRO CR 10G;Obat Keras;Tube;29000;58443.28;Tube
1,16E+86;ELOX CR 10G;Obat Keras;Tube;77220;65610;Tube
1,16E+87;ELOX CR 5G;Obat Keras;Tube;4953375;31780;Tube
OBT0303;EMLA 5% CREAM 5 GR;Obat Keras;Tube;5559953;33290;Tube
DTHZ7517;ENERVON C EFFERVESCENT 10 TABLET;Vitamin;Tube;283712;31529.55;Tube
OBT0710;EQINON LITE 2% KRIM 15 G;Obat Keras;Tube;28215;60740;Tube
OBT1092;ERAZOL CREAM 15 G;Obat Keras;Tube;27417;5400;Tube
OBT1188;ERHA ACNEACT BHA & SULPHUR ACNE SPOT GEL 10 G;Obat Bebas;Tube;53280;10302.89;Tube
1,16E+90;ERLA NEOHYDROCORT OINT 5G;Obat Keras;Tube;4546;6490;Tube
0114a0060;ERLAMICETIN EYE OINT 3.5G;Obat Keras;Tube;873126;183628.72;Tube
0116b0055;ERPHAMAZOL CR 5G;Obat Keras;Tube;549949;74970;Tube
1,16E+92;ESPERSON 0,25% CR 15G;Obat Keras;Tube;15561756;51900;Tube
1,16E+93;ESPERSON 0,25% CR 5G;Obat Keras;Tube;635364;90442.8;Tube
0116f0027;EVALEN GEL 10G;Obat Keras;Tube;44000;113418.2;Tube
0116j0035;EZERRA CR 25G;Obat Bebas;Tube;807525;102909.68;Tube
0101h0018;FAKTU OINT 20G;Obat Keras;Tube;9611712;173450;Tube
0104l0105;FELDENE 0.5% GEL 15G;Obat Keras;Tube;8721159;22000;Tube
OBT0980;FELDENE 0.5% GEL 25 GR;Obat Keras;Tube;145739;80610;Tube
0104l0130;FLAMAR GEL 10MG/G 20G TUBE;Obat Keras;Tube;18648;105950;Tube
OBT0807;FLEXAMINE CREAM 30 G;Obat Bebas;Tube;70707;24324.3;Tube
0105f0030;FLEXIMUV CR 30G;Obat Bebas;Tube;94600;75900;Tube
0116b0020;FORMYCO 2% CR 10G;Obat Keras;Tube;2061381;58900;Tube
OBT0502;FUCICORT CREAM 5 G;Obat Keras;Tube;63800;124800;Tube
OBT0919;FUCIDIN 2% CREAM 5 G;Obat Keras;Tube;49500;9657;Tube
OBT0295;FUCIDIN 2% OINT 15 G;Obat Keras;Tube;105732;64815.95;Tube
DSOO2713;FUCILEX 20 MG/G KRIM 5 G;Obat Keras;Tube;80475;38940;Tube
0116a0047;FULADIC 2% CR 5G;Obat Keras;Tube;5735925;24045;Tube
0116b0021;FUNGARES 2% 10G;Obat Keras;Tube;33000;34169;Tube
0116b0022;FUNGARES 2% 5G;Obat Keras;Tube;203775;25427.17;Tube
0108n0042;FUNGASOL 2% CR 10G;Obat Keras;Tube;289575;14218.48;Tube
0116b0056;FUNGIDERM 10G;Obat Bebas;Tube;2270283;38360;Tube
0116b0024;FUNGIDERM 5G;Obat Bebas;Tube;1269507;16580;Tube
0116a0057;FUSYCOM CR 5G;Obat Keras;Tube;339438;4760;Tube
12100344;GELIGA CREAM OTOT 60G;Obat Bebas;Tube;1480074;6490;Tube
OBT0251;GENALTEN 0.1% CREAM 5 G;Obat Keras;Tube;400055;8850.75;Tube
OBT0223;GENOINT SALEP KULIT 15GR;Obat Keras;Tube;549999;48000;Tube
OBT0224;GENOINT SALEP MATA 3,5GR;Obat Keras;Tube;750064;5516.5;Tube
OBT0661;GENTACORTIN CREAM 0.1% 10 G;Obat Keras;Tube;40326;23650;Tube
OBT0327;GENTALEX CREAM;Obat Keras;Tube;4675;18630.92;Tube
OBT0351;GENTASOLON CREAM 5 G;Obat Keras;Tube;200466;43517.16;Tube
OBT0019;HANASUI VICELL SKIN SOLUTION 60GR;Obat Bebas;Tube;162008;18240;Tube
OBT0873;HANSAPLAST SALEP LUKA 20 G;Obat Bebas;Tube;3784101;89900;Tube
OBT1089;HANSAPLAST SALEP LUKA 3.5 G;Obat Bebas;Tube;1614495;23047.76;Tube
JGXU6650;HELIATECH SUNSCREEN SPF 45+;Obat Bebas;Tube;78155;15533.78;Tube
12100364;HOT IN CR AROMA TUBE 120G;Obat Bebas;Tube;2039625;27930;Tube
12100365;HOT IN CR AROMA TUBE 60G;Obat Bebas;Tube;1386945;15530;Tube
12100366;HOT IN CR TUBE 120G;Obat Bebas;Tube;247197;15800;Tube
12100367;HOT IN CR TUBE 60G;Obat Bebas;Tube;1386945;10989.89;Tube
OBT0328;HOT IN CREAM STRONG TUBE 60 G;Obat Bebas;Tube;137445;16738.63;Tube
0104l0540;HOT IN DCL EMULGEL 30G;Obat Bebas;Tube;98124;5240;Tube
9,00E+12;HOTIN DCL 60GR;Obat Bebas;Tube;1481295;9430.56;Tube
1,16E+106;HYDROCORTISON KALBE 1% CR 5G;Obat Keras;Tube;4440;68302.42;Tube
1,16E+107;HYDROCORTISON KALBE 2,5% CR 5G;Obat Keras;Tube;7992;40100;Tube
OBT0098;IFLACORT 0.1% CREAM 10 G;Obat Keras;Tube;5739699;36280;Tube
1,16E+115;IKADERM 0,05% CR 10G;Obat Keras;Tube;339625;6765.56;Tube
1,16E+116;IKADERM 0,05% OINT 10G;Obat Keras;Tube;30745;40140;Tube
0116a0084;IKAMICETIN 2% OINT 15G;Obat Keras;Tube;615051;33900;Tube
OBT1000;IMBOOST EFFERVESCENT RASA ANGGUR 8 TABLET;Obat Bebas;Tube;35520;40140;Tube
PXAB2783;IMBOOST EFFERVESCENT RASA JERUK 8 TABLET;Vitamin;Tube;30000;86940;Tube
OBT0999;IMBOOST EFFERVESCENT RASA TROPICAL FRUIT 8 TABLET;Vitamin;Tube;35520;40110;Tube
OBT0058;INERSON OINT 15GR;Obat Keras;Tube;7367625;115050;Tube
OBT1146;INTERBI 1% CREAM 5 G;Obat Keras;Tube;3487731;155450;Tube
OBT0459;INTERCON CREAM 10 G;Obat Keras;Tube;966625;11700;Tube
OBT1144;JOINTACE GEL 50 G;Obat Bebas;Tube;1363635;14520;Tube
0116d0049;KALCINOL N CR 5G;Obat Keras;Tube;99123;13680;Tube
0116a0085;KALMICETINE 20 MG/G SALEP 15 G;Obat Keras;Tube;13200;23150;Tube
0116b0026;KALPANAX CR 5G;Obat Bebas;Tube;1210899;72040;Tube
OBT1050;KALPANAX KRIM 10 G;Obat Bebas;Tube;2048505;17790;Tube
0104l0179;KALTROFEN 2.5% GEL 30G;Obat Keras;Tube;61050;5600;Tube
0116j0050;KANNA CR 30G;Obat Bebas;Tube;15884;111939.52;Tube
9,00E+12;KANNA CR WHITE 15GR;Obat Bebas;Tube;4900;77020;Tube
OBT0371;KENACORT-A 0.1% CREAM 10 G;Obat Keras;Tube;94864;11888.1;Tube
0108n0064;KENALOG IN ORABASE 5G;Obat Keras;Tube;65268;33630.42;Tube
OBT0017;KETOCONAZOLE 2% CREAM 15 GR;Obat Keras;Tube;9990;64180.2;Tube
0116b0070;KETOMED 2% CR 15G;Obat Keras;Tube;2850036;39350.32;Tube
OBT0282;KETRICIN 0.1% OINT;Obat Keras;Tube;54390;25320;Tube
1,16E+118;KLODERMA 0.05% CR 10G;Obat Keras;Tube;3334773;25890;Tube
1,16E+119;KLODERMA 0.05% CR 5G;Obat Keras;Tube;2145908;40230;Tube
1,16E+120;KLODERMA 0.05% GEL 5G;Obat Keras;Tube;219373;25890;Tube
1,16E+121;KLODERMA 0.05% OINT 10G;Obat Keras;Tube;3409175;10711;Tube
1,16E+122;KLODERMA 0.05% OINT 5G;Obat Keras;Tube;219373;57300;Tube
KRIMOTOTGELIGA30;KRIM OTOT GELIGA 30 G;Obat Bebas;Tube;94787;34200;Tube
20002549;KY JELLY PERSONAL LUBRICANT 100ML;Obat Bebas;Tube;51198;22071.28;Tube
12100447;KY JELLY PERSONAL LUBRICANT 50ML;Obat Bebas;Tube;30544;112000;Tube
0104k0443;LAFALOS PLUS CR 20G;Obat Bebas;Tube;197065;48906;Tube
0116m0068;LANAKELOID-E CR 10G TUBE;Obat Bebas;Tube;100000;69260;Tube
UFTO7634;LIPOSIN SALEP 10 G;Obat Keras;Tube;40755;65970;Tube
1,16E+129;LOTASBAT CR 10G;Obat Keras;Tube;5869721;97900;Tube
1,16E+130;LOTASBAT OINT 10G;Obat Keras;Tube;559075;207100;Tube
0113f2826;MEBO OINT 20G;Obat Bebas;Tube;87450;37800;Tube
0116m0077;MEDERMA GEL 20G;Obat Bebas;Tube;1849133;99450;Tube
1,16E+132;MEDICORT CR 5G;Obat Keras;Tube;32050;215600;Tube
WDTR9648;MEDIFLEX 10% CREAM 30 G;Obat Bebas;Tube;88000;28494.7;Tube
0105f0046;MEDIFLEX CR 75G;Obat Bebas;Tube;192500;52784.94;Tube
0116f0048;MEDIKLIN GEL 15G;Obat Keras;Tube;2414805;37529.1;Tube
0116f00501;MEDIKLIN TR GEL 15G;Obat Keras;Tube;44733;39050;Tube
0116m0079;MELANOX CR 15G;Obat Keras;Tube;32634;;Tube
0116m0082;MELANOX FORTE 15G;Obat Keras;Tube;33957;20700;Tube
OBT0093;MELANOX FORTE 4% CREAM 10 G;Obat Keras;Tube;0;86400;Tube
1,01E+63;MICROLAX ENEMA 5ML;Obat Bebas;Tube;18315;43430;Tube
1,16E+143;MOFACORT CR 10G;Obat Keras;Tube;73205;10665.41;Tube
OBT0196;MOFACORT CR 5GR;Obat Keras;Tube;3680205;13920;Tube
0105f0048;MOLAKRIM CR 30G;Obat Bebas;Tube;953379;21611.7;Tube
KTMA2753;MOMETASONE CREAM 5 GR;Obat Keras;Tube;1179375;38940;Tube
1,16E+198;MOMETASONE FUROATE NOVELL 0,1 % CR 10G;Obat Keras;Tube;18315;19760;Tube
OBT0716;MUPICOR OINTMENT 5 G;Obat Keras;Tube;33000;37629;Tube
ZPWS0103;MUPIROCIN 2% KRIM 5 G;Obat Keras;Tube;174825;16600;Tube
0116a0092;MUPIROCIN ETERCON 2% OINT 10G;Obat Keras;Tube;33300;17682.3;Tube
OBT0380;MUSTIKA RATU MASKER BENGKOANG 60 G;Obat Bebas;Tube;146586;14850;Tube
OBT1009;MYCODERM 2% CREAM 5 G;Obat Keras;Tube;14985;47241.6;Tube
0116b0085;MYCORAL 2% CR 5G;Obat Keras;Tube;12584;22940;Tube
OBT0971;MYCORINE CR 15G;Obat Bebas;Tube;42180;116500;Tube
0108n0083;MYCORINE CR 5G;Obat Bebas;Tube;20482;56990;Tube
0108n0086;MYCOSPOR 1% CR 15G;Obat Keras;Tube;98750;105640.61;Tube
OBT1135;MYCOSPOR 1% CREAM 5 G;Obat Keras;Tube;4955573;22840;Tube
0116b0088;MYCO-Z OINT 10G;Obat Keras;Tube;8952594;100000;Tube
0116a0094;NEBACETIN OINT 5G;Obat Keras;Tube;20757;20400;Tube
OBT0616;NELSONS CALENDULA CREAM 50ML;Obat Bebas;Tube;0;12200;Tube
0104l0305;NEO RHEUMACYL ANTI INFLAMATION GEL 30G;Obat Bebas;Tube;18182;14506.1;Tube
0116m0095;NEO RHEUMACYL CR 30G;Obat Bebas;Tube;10909;14506.1;Tube
OBT0813;NEO RHEUMACYL HANGAT OTOT & SENDI CREAM 30 G;Obat Bebas;Tube;12614;13400;Tube
OBT0812;NEO RHEUMACYL HOT OTOT & SENDI CREAM 30 G;Obat Bebas;Tube;12614;9390;Tube
0104l0306;NEO RHEUMACYL NECK&SHOULDER CR 30G;Obat Bebas;Tube;12000;61850;Tube
0116b0094;NEO ULTRASILINE CR 5G;Obat Bebas;Tube;838281;;Tube
OBT0607;NERILON 0.1% CREAM 10 G;Obat Keras;Tube;519882;35711.7;Tube
OBT0891;NERISONA COMBI CREAM 10 G;Obat Keras;Tube;0;7081.36;Tube
0116f0053;NIACEF 4% GEL 15G;Obat Keras;Tube;3026415;119770;Tube
OBT0201;NISAGON CREAM;Obat Keras;Tube;600115;52156.51;Tube
0116b0097;NIZORAL 2% CR 15G;Obat Keras;Tube;1041469;178210;Tube
0116b0098;NIZORAL 2% CR 5G;Obat Keras;Tube;4535349;33600;Tube
0116j0126;NOROID DERMA RASH CR 60ML TUBE;Obat Bebas;Tube;1591185;51100;Tube
30001752;NOURISH BEAUTY CARE ACNE GEL 10ML;Obat Bebas;Tube;30000;192696;Tube
0116f0056;NUFACE 0,05% CR 10G;Obat Bebas;Tube;45045;12443.1;Tube
0105f0068;OSTEOR-C CR 60G;Obat Bebas;Tube;172050;9163;Tube
XDHB0184;OVISKIN 0.05% CREAM 10 G;Obat Keras;Tube;10545;79564.8;Tube
OBT0889;OVISKIN-N CREAM 5 GR;Obat Keras;Tube;7700;73800;Tube
0116j0079;PARASOL SPF 33 CR 20G;Obat Bebas;Tube;71040;54700;Tube
0116j0080;PARASOL SPF 45 LOT 30ML;Obat Bebas;Tube;65850;4681.35;Tube
